customer_id,country,age,gender,income_level,Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus,cust_name,Bonus_ROI,Age_Group,Customer_Lifetime_Value,Income_Category
3281,French Polynesia,49,Male,116575,15,2,119,12.0,75221,975,93,984,4963,500,49962,Yes,Philip Miller,4.043699187,46-60,461559,High Income
1015,Latvia,42,Female,80843,37,26,133,37.0,99505,991,100,1000,5000,500,50000,Yes,Michelle Robertson,4.0,31-45,500000,High Income
1715,Germany,74,Female,144543,8,34,249,43.0,92831,995,100,1000,5000,500,50000,No,James Clayton,4.0,60+,500000,High Income
9752,Syrian Arab Republic,36,Male,137418,62,20,133,38.0,99610,990,100,1000,5000,500,50000,Yes,Amanda Roberson,4.0,31-45,500000,High Income
8251,Trinidad and Tobago,64,Female,58607,15,27,249,49.0,86768,984,100,1000,5000,500,50000,Yes,James Austin,4.0,60+,500000,Middle Income
8834,China,53,Female,71015,19,9,206,39.0,94386,997,100,1000,5000,500,50000,No,Benjamin Marshall,4.0,46-60,500000,High Income
9530,Portugal,36,Male,131960,60,30,271,46.0,90859,991,100,1000,5000,500,50000,Yes,Julie Terrell,4.0,31-45,500000,High Income
9530,Portugal,36,Male,131960,30,4,220,31.0,89608,999,100,1000,5000,500,50000,No,Julie Terrell,4.0,31-45,500000,High Income
3688,Norway,42,Male,124567,31,40,343,21.0,76084,975,99,1000,5000,500,50000,Yes,Isaac Rodriguez,4.0,31-45,495000,High Income
6164,North Macedonia,48,Female,65378,25,29,141,37.0,98695,992,100,1000,5000,500,50000,No,Jennifer Smith,4.0,46-60,500000,Middle Income
6274,Cuba,27,Male,116502,15,12,184,41.0,95070,995,100,1000,5000,500,50000,No,Michelle Rogers,4.0,18-30,500000,High Income
9151,Togo,78,Female,67773,59,23,141,40.0,98909,991,100,1000,5000,500,50000,Yes,Angela Jones,4.0,60+,500000,Middle Income
1432,Saint Barthelemy,39,Male,109061,33,16,278,46.0,90683,990,100,1000,5000,500,50000,Yes,Rachel Pacheco,4.0,31-45,500000,High Income
1728,Samoa,34,Male,90527,39,17,365,31.0,98113,992,100,1000,5000,500,50000,Yes,Jessica Morris,4.0,31-45,500000,High Income
2094,France,57,Male,134146,53,14,314,40.0,96719,994,100,1000,5000,500,50000,Yes,Robert Mendez,4.0,46-60,500000,High Income
8291,Kenya,42,Female,93783,62,1,365,8.0,75221,975,79,923,4851,499,49621,Yes,Debra Silva,4.255687974,31-45,383229,High Income
3528,Norfolk Island,39,Female,106376,16,24,256,50.0,85824,981,100,1000,5000,500,50000,Yes,David Williams,4.0,31-45,500000,High Income
1718,United States Virgin Islands,35,Male,60925,68,23,242,50.0,85036,979,100,1000,5000,500,50000,Yes,Mary Jackson,4.0,31-45,500000,Middle Income
9405,Antarctica (the territory South of 60 deg S),28,Female,143481,61,40,112,15.0,75221,975,98,997,4992,500,49997,Yes,Jorge Marshall,4.007021063,18-30,489216,High Income
9893,Martinique,67,Female,26808,58,32,170,40.0,96239,995,100,1000,5000,500,50000,Yes,Laura Roman,4.0,60+,500000,Low Income
3670,Australia,47,Female,30710,41,6,141,25.0,84828,987,100,1000,5000,500,50000,Yes,Jaime Nelson,4.0,46-60,500000,Middle Income
2985,Tonga,36,Female,54771,51,23,141,40.0,98909,991,100,1000,5000,500,50000,Yes,Judith Gilbert,4.0,31-45,500000,Middle Income
6719,New Caledonia,49,Male,33514,36,15,206,46.0,90708,991,100,1000,5000,500,50000,Yes,Cody Wilson,4.0,46-60,500000,Middle Income
8834,China,53,Female,71015,44,10,133,30.0,93673,996,100,1000,5000,500,50000,No,Benjamin Marshall,4.0,46-60,500000,High Income
1528,Sri Lanka,77,Male,141247,71,18,285,47.0,90522,989,100,1000,5000,500,50000,Yes,Frank Wallace,4.0,60+,500000,High Income
9405,Antarctica (the territory South of 60 deg S),28,Female,143481,27,6,213,35.0,92871,1000,100,1000,5000,500,50000,No,Jorge Marshall,4.0,18-30,500000,High Income
8889,Rwanda,52,Female,87523,38,11,206,42.0,93723,996,100,1000,5000,500,50000,No,Samantha Lewis,4.0,46-60,500000,High Income
7738,Guatemala,79,Male,98183,41,1,133,13.0,75221,975,95,988,4972,500,49977,Yes,Bruce Cisneros,4.032388664,60+,472340,High Income
4398,Bulgaria,21,Female,80451,65,37,213,38.0,93911,999,100,1000,5000,500,50000,Yes,Jose Mason,4.0,18-30,500000,High Income
6292,Cayman Islands,51,Female,44422,49,8,242,39.0,93812,998,100,1000,5000,500,50000,No,James Yates,4.0,46-60,500000,Middle Income
3296,Gabon,55,Male,24807,50,24,271,49.0,87357,984,100,1000,5000,500,50000,Yes,Mark Hicks,4.0,46-60,500000,Low Income
3348,Somalia,75,Female,61726,39,11,249,43.0,92640,995,100,1000,5000,500,50000,No,Trevor Mills,4.0,60+,500000,Middle Income
7601,French Polynesia,18,Male,69793,8,12,329,36.0,97307,995,100,1000,5000,500,50000,No,Kenneth Simmons,4.0,18-30,500000,Middle Income
5070,Saint Kitts and Nevis,57,Female,95663,51,36,199,38.0,94521,998,100,1000,5000,500,50000,No,Melvin Frank,4.0,46-60,500000,High Income
1258,Saint Pierre and Miquelon,23,Female,28263,42,28,271,47.0,89285,988,100,1000,5000,500,50000,Yes,Warren Wagner,4.0,18-30,500000,Low Income
2530,Peru,67,Male,33004,28,26,184,46.0,91666,990,100,1000,5000,500,50000,Yes,Jacob Cline,4.0,60+,500000,Middle Income
3221,Turks and Caicos Islands,37,Female,37536,44,23,141,40.0,98909,991,100,1000,5000,500,50000,Yes,John Lopez,4.0,31-45,500000,Middle Income
7553,Greenland,33,Male,53518,46,6,351,22.0,79484,975,100,1000,5000,500,50000,Yes,Samantha Blair,4.0,31-45,500000,Middle Income
9981,Indonesia,33,Female,124982,74,4,133,20.0,75221,975,99,1000,4999,500,50000,Yes,Mariah Choi,3.999,31-45,494901,High Income
5324,Ukraine,72,Male,148025,35,29,155,40.0,97397,993,100,1000,5000,500,50000,Yes,Megan Mccarthy,4.0,60+,500000,High Income
1882,Kuwait,52,Female,41651,18,33,242,44.0,91950,994,100,1000,5000,500,50000,Yes,Brandy Koch,4.0,46-60,500000,Middle Income
7584,Nauru,51,Male,142921,78,16,264,47.0,89041,988,100,1000,5000,500,50000,Yes,Jonathan Mullins,4.0,46-60,500000,High Income
4168,Angola,63,Male,50702,14,28,206,47.0,89414,988,100,1000,5000,500,50000,Yes,Jon Harper,4.0,60+,500000,Middle Income
4337,Algeria,57,Female,53577,60,20,293,47.0,91055,989,100,1000,5000,500,50000,Yes,Jeremiah Frazier,4.0,46-60,500000,Middle Income
1829,Yemen,55,Male,91839,75,35,177,37.0,95533,997,100,1000,5000,500,50000,Yes,Randy Hall,4.0,46-60,500000,High Income
5490,Burundi,80,Male,97381,38,37,220,38.0,93802,999,100,1000,5000,500,50000,No,Jonathan Meyer,4.0,60+,500000,High Income
8505,France,52,Male,87994,25,37,119,23.0,82145,978,100,1000,5000,500,50000,Yes,Cynthia Bright,4.0,46-60,500000,High Income
6943,Sao Tome and Principe,78,Male,116141,5,39,235,35.0,92392,1000,100,1000,5000,500,50000,No,Ronald Flynn,4.0,60+,500000,High Income
9360,Costa Rica,40,Female,47063,29,25,191,47.0,90028,988,100,1000,5000,500,50000,Yes,Crystal Whitaker,4.0,31-45,500000,Middle Income
6798,Antarctica (the territory South of 60 deg S),62,Female,130298,69,14,155,39.0,97545,994,100,1000,5000,500,50000,Yes,Margaret Grant,4.0,60+,500000,High Income
5671,Cocos (Keeling) Islands,57,Female,67431,35,23,228,50.0,85307,980,100,1000,5000,500,50000,Yes,Carol Kelly,4.0,46-60,500000,Middle Income
4264,Romania,66,Female,104408,18,34,343,31.0,94796,996,100,1000,5000,500,50000,No,Kathy Diaz,4.0,60+,500000,High Income
6695,Comoros,25,Male,100015,39,11,199,41.0,94236,996,100,1000,5000,500,50000,No,William Allen,4.0,18-30,500000,High Income
5483,Myanmar,60,Female,116718,72,2,170,22.0,75493,975,100,1000,5000,500,50000,Yes,Debbie Carson,4.0,60+,500000,High Income
7830,Turks and Caicos Islands,67,Female,117629,7,15,199,46.0,91563,992,100,1000,5000,500,50000,No,Rebecca Pope,4.0,60+,500000,High Income
5953,Jamaica,80,Female,24683,70,7,358,22.0,80295,975,100,1000,5000,500,50000,Yes,Kayla Kim,4.0,60+,500000,Low Income
5802,Saudi Arabia,44,Male,85247,75,3,133,18.0,75221,975,99,999,4996,500,49999,Yes,Stephanie Henson,4.001001001,31-45,494604,High Income
9038,Czech Republic,55,Male,106420,65,17,300,45.0,93485,992,100,1000,5000,500,50000,Yes,Richard Moore,4.0,46-60,500000,High Income
3528,Norfolk Island,39,Female,106376,49,28,133,36.0,99193,991,100,1000,5000,500,50000,Yes,David Williams,4.0,31-45,500000,High Income
8273,Macao,30,Female,73841,66,27,155,41.0,97099,992,100,1000,5000,500,50000,Yes,Michelle Rivera,4.0,31-45,500000,High Income
2018,Christmas Island,54,Female,51283,57,13,213,45.0,91745,993,100,1000,5000,500,50000,Yes,Cynthia Rodriguez,4.0,46-60,500000,Middle Income
1198,Paraguay,59,Female,144664,6,6,119,20.0,75221,975,99,1000,4999,500,50000,Yes,Melissa Braun,3.999,46-60,494901,High Income
2456,Saint Martin,62,Male,32434,71,9,235,41.0,93661,997,100,1000,5000,500,50000,Yes,Angela Anderson,4.0,60+,500000,Middle Income
1108,Costa Rica,77,Male,37791,69,31,177,42.0,95173,994,100,1000,5000,500,50000,Yes,Elizabeth Brown,4.0,60+,500000,Middle Income
9239,Seychelles,61,Male,86677,13,38,322,29.0,90367,997,100,1000,5000,500,50000,No,David Wallace,4.0,60+,500000,High Income
7438,Guam,31,Male,47203,64,12,206,43.0,93092,994,100,1000,5000,500,50000,Yes,Jennifer Fischer,4.0,31-45,500000,Middle Income
5438,Czech Republic,32,Female,68162,61,5,184,30.0,89988,998,100,1000,5000,500,50000,No,Krystal Martin,4.0,31-45,500000,Middle Income
5345,Palestinian Territory,46,Female,50705,67,33,162,38.0,96715,995,100,1000,5000,500,50000,Yes,Donna Hill,4.0,46-60,500000,Middle Income
4019,China,66,Male,104111,27,33,126,30.0,94889,995,100,1000,5000,500,50000,No,Darlene Rodriguez,4.0,60+,500000,High Income
4605,Martinique,43,Male,124369,63,7,242,37.0,93595,999,100,1000,5000,500,50000,No,Allison Dunn,4.0,31-45,500000,High Income
8591,Sierra Leone,52,Male,144557,60,10,329,33.0,95635,997,100,1000,5000,500,50000,Yes,Kyle York,4.0,46-60,500000,High Income
9151,Togo,78,Female,67773,50,34,155,35.0,96375,996,100,1000,5000,500,50000,No,Angela Jones,4.0,60+,500000,Middle Income
7859,Lithuania,52,Male,22975,74,37,322,31.0,92589,998,100,1000,5000,500,50000,Yes,Dennis Freeman,4.0,46-60,500000,Low Income
9360,Costa Rica,40,Female,47063,65,36,104,20.0,78025,975,99,1000,5000,500,50000,Yes,Crystal Whitaker,4.0,31-45,495000,Middle Income
3450,Norfolk Island,62,Female,22489,63,27,314,43.0,95750,992,100,1000,5000,500,50000,Yes,Brooke Wright,4.0,60+,500000,Low Income
7043,Slovenia,51,Male,34227,7,28,358,33.0,98786,992,100,1000,5000,500,50000,Yes,Matthew Mills,4.0,46-60,500000,Middle Income
8825,Iceland,72,Male,88887,20,2,170,22.0,75493,975,100,1000,5000,500,50000,Yes,Amanda Williams,4.0,60+,500000,High Income
5378,Saint Martin,37,Male,117495,31,38,126,23.0,81522,977,100,1000,5000,500,50000,Yes,Charles Hernandez,4.0,31-45,500000,High Income
2992,Angola,70,Female,56332,14,39,242,35.0,92393,1000,100,1000,5000,500,50000,No,Charles Stephenson,4.0,60+,500000,Middle Income
9632,Canada,23,Female,108182,34,20,228,50.0,85606,981,100,1000,5000,500,50000,Yes,Wanda Kim,4.0,18-30,500000,High Income
6497,Paraguay,51,Female,114452,78,39,90,11.0,75221,975,93,984,4963,500,49961,Yes,Christopher Olsen,4.043699187,46-60,461559,High Income
4203,Japan,67,Male,46241,26,10,104,22.0,83282,979,100,1000,5000,500,50000,Yes,Kimberly King,4.0,60+,500000,Middle Income
4044,Tuvalu,27,Female,79179,24,5,148,25.0,83260,984,100,1000,5000,500,50000,Yes,Katelyn Sanders,4.0,18-30,500000,High Income
4659,Equatorial Guinea,71,Female,102965,57,2,293,24.0,79262,975,100,1000,5000,500,50000,Yes,Anthony Johnson,4.0,60+,500000,High Income
6032,Togo,23,Female,104128,42,27,170,44.0,94673,992,100,1000,5000,500,50000,Yes,Dale Simmons,4.0,18-30,500000,High Income
1215,Dominican Republic,69,Female,58614,77,37,293,35.0,94182,999,100,1000,5000,500,50000,Yes,Jacob Rogers,4.0,60+,500000,Middle Income
4762,Bangladesh,72,Male,103933,31,8,148,30.0,92303,997,100,1000,5000,500,50000,No,Tammie Brewer,4.0,60+,500000,High Income
4337,Algeria,57,Female,53577,36,13,242,46.0,90757,992,100,1000,5000,500,50000,Yes,Jeremiah Frazier,4.0,46-60,500000,Middle Income
8064,Philippines,31,Male,29217,11,13,271,44.0,92248,993,100,1000,5000,500,50000,No,Connor Harris,4.0,31-45,500000,Low Income
4290,Liechtenstein,63,Male,108716,78,7,141,27.0,88195,993,100,1000,5000,500,50000,Yes,James Collier,4.0,60+,500000,High Income
9893,Martinique,67,Female,26808,37,8,213,38.0,94119,998,100,1000,5000,500,50000,No,Laura Roman,4.0,60+,500000,Low Income
8490,Luxembourg,25,Female,126272,34,7,184,34.0,93613,999,100,1000,5000,500,50000,No,April Martin,4.0,18-30,500000,High Income
5838,Belgium,22,Male,148634,28,18,329,40.0,97968,992,100,1000,5000,500,50000,Yes,Michelle Robles,4.0,18-30,500000,High Income
6253,Mayotte,32,Male,73104,49,28,97,27.0,93459,991,100,1000,5000,500,50000,Yes,Susan Delgado,4.0,31-45,500000,High Income
8833,Thailand,61,Male,137820,55,14,300,42.0,94933,994,100,1000,5000,500,50000,Yes,Colin Fields,4.0,60+,500000,High Income
7423,Myanmar,26,Female,26379,76,30,170,42.0,95743,994,100,1000,5000,500,50000,Yes,Jonathan Rodriguez,4.0,18-30,500000,Low Income
8064,Philippines,31,Male,29217,25,22,278,48.0,88352,986,100,1000,5000,500,50000,Yes,Connor Harris,4.0,31-45,500000,Low Income
4377,Western Sahara,76,Male,79995,53,10,264,41.0,93770,996,100,1000,5000,500,50000,No,Pamela Perkins,4.0,60+,500000,High Income
8104,Zimbabwe,69,Female,143538,34,39,235,35.0,92392,1000,100,1000,5000,500,50000,No,Paul Wright,4.0,60+,500000,High Income
1415,Sri Lanka,79,Female,28552,51,40,314,27.0,85701,991,100,1000,5000,500,50000,Yes,Beth Singh,4.0,60+,500000,Low Income
3164,Venezuela,52,Female,75189,8,20,141,39.0,98928,991,100,1000,5000,500,50000,No,James Beasley,4.0,46-60,500000,High Income
6337,Palestinian Territory,66,Male,137278,41,3,314,23.0,78985,975,100,1000,5000,500,50000,Yes,Alexander Hill,4.0,60+,500000,High Income
5642,Marshall Islands,59,Male,38231,67,26,329,41.0,97887,992,100,1000,5000,500,50000,Yes,Neil Larson,4.0,46-60,500000,Middle Income
2153,Angola,43,Male,101087,9,39,148,26.0,85483,989,100,1000,5000,500,50000,Yes,Maria Kent,4.0,31-45,500000,High Income
7681,Pitcairn Islands,77,Female,41032,66,37,314,32.0,93324,998,100,1000,5000,500,50000,Yes,Brandon Welch,4.0,60+,500000,Middle Income
6253,Mayotte,32,Male,73104,63,33,220,44.0,92383,994,100,1000,5000,500,50000,Yes,Susan Delgado,4.0,31-45,500000,High Income
7875,Uzbekistan,75,Male,26049,35,9,191,38.0,94947,998,100,1000,5000,500,50000,No,Jacqueline Watkins,4.0,60+,500000,Low Income
2428,Sierra Leone,55,Female,22288,17,27,235,49.0,86582,983,100,1000,5000,500,50000,Yes,Melissa Morris,4.0,46-60,500000,Low Income
6039,Niue,55,Female,117210,27,27,343,37.0,99333,991,100,1000,5000,500,50000,Yes,David Wise,4.0,46-60,500000,High Income
9629,Qatar,72,Male,113309,16,39,97,13.0,75221,975,96,993,4983,500,49990,Yes,Daniel Cordova,4.018126888,60+,478368,High Income
5437,Guyana,27,Male,148410,56,3,322,22.0,76661,975,100,1000,5000,500,50000,Yes,Jesus Wood,4.0,18-30,500000,High Income
1419,Bosnia and Herzegovina,43,Female,51580,45,36,256,40.0,93848,998,100,1000,5000,500,50000,Yes,Brian Sanders,4.0,31-45,500000,Middle Income
1056,Benin,18,Female,96297,35,38,213,36.0,93343,1000,100,1000,5000,500,50000,No,Richard Cook,4.0,18-30,500000,High Income
5098,Antigua and Barbuda,72,Female,61387,46,40,307,28.0,87068,994,100,1000,5000,500,50000,Yes,Sean Mcdaniel,4.0,60+,500000,Middle Income
1435,Tonga,61,Male,102802,42,10,278,40.0,94518,997,100,1000,5000,500,50000,No,Christopher Weber,4.0,60+,500000,High Income
1435,Tonga,61,Male,102802,67,39,177,31.0,90635,998,100,1000,5000,500,50000,Yes,Christopher Weber,4.0,60+,500000,High Income
9553,Peru,48,Female,31686,41,27,228,49.0,86817,984,100,1000,5000,500,50000,Yes,Tracy Williams,4.0,46-60,500000,Middle Income
5322,Western Sahara,48,Female,58400,11,29,177,44.0,94274,993,100,1000,5000,500,50000,No,Jacob Smith,4.0,46-60,500000,Middle Income
1015,Latvia,42,Female,80843,19,31,220,46.0,90645,991,100,1000,5000,500,50000,Yes,Michelle Robertson,4.0,31-45,500000,High Income
2530,Peru,67,Male,33004,38,18,141,39.0,98936,991,100,1000,5000,500,50000,Yes,Jacob Cline,4.0,60+,500000,Middle Income
3826,Fiji,73,Female,127759,70,4,90,8.0,75221,975,82,939,4881,499,49728,Yes,Tyrone Friedman,4.198083067,60+,400242,High Income
1627,Turks and Caicos Islands,61,Female,77288,44,6,242,36.0,92920,1000,100,1000,5000,500,50000,No,Gabriela Johnson,4.0,60+,500000,High Income
4180,Romania,74,Female,109081,22,22,170,45.0,93944,991,100,1000,5000,500,50000,Yes,Tammy Browning,4.0,60+,500000,High Income
4392,Jersey,74,Female,121799,22,16,213,47.0,89142,988,100,1000,5000,500,50000,Yes,Nicholas Cruz,4.0,60+,500000,High Income
5701,Philippines,41,Male,39011,9,4,293,29.0,87309,995,100,1000,5000,500,50000,No,Tracy Navarro,4.0,31-45,500000,Middle Income
2153,Angola,43,Male,101087,55,36,322,33.0,94280,998,100,1000,5000,500,50000,Yes,Maria Kent,4.0,31-45,500000,High Income
1345,Comoros,43,Female,124803,52,15,184,44.0,93553,993,100,1000,5000,500,50000,Yes,Brian Jackson,4.0,31-45,500000,High Income
3346,Bangladesh,49,Male,29630,22,12,177,40.0,95747,995,100,1000,5000,500,50000,No,Courtney Morgan,4.0,46-60,500000,Low Income
8046,Greenland,68,Female,39940,72,3,285,27.0,84749,991,100,1000,5000,500,50000,Yes,Sean Newton,4.0,60+,500000,Middle Income
7534,Congo,47,Male,137757,73,10,249,42.0,93297,996,100,1000,5000,500,50000,Yes,Rachel Harris,4.0,46-60,500000,High Income
1622,Madagascar,19,Male,49789,21,10,177,38.0,95745,997,100,1000,5000,500,50000,No,Phillip Henson,4.0,18-30,500000,Middle Income
2379,Fiji,71,Male,52131,8,37,285,36.0,94186,999,100,1000,5000,500,50000,No,Amanda Nelson,4.0,60+,500000,Middle Income
7601,French Polynesia,18,Male,69793,66,39,199,33.0,91959,1000,100,1000,5000,500,50000,Yes,Kenneth Simmons,4.0,18-30,500000,Middle Income
3972,Eritrea,69,Female,28145,43,7,148,28.0,89927,995,100,1000,5000,500,50000,No,Brandon Smith,4.0,60+,500000,Low Income
2077,American Samoa,73,Male,75758,56,3,242,30.0,87221,996,100,1000,5000,500,50000,No,Luis Travis,4.0,60+,500000,High Income
5172,Senegal,19,Male,141457,61,38,242,37.0,93277,999,100,1000,5000,500,50000,Yes,Joseph Wilson,4.0,18-30,500000,High Income
5899,French Southern Territories,43,Female,94126,79,2,314,21.0,75221,975,99,1000,4999,500,50000,Yes,William Thomas,3.999,31-45,494901,High Income
8833,Thailand,61,Male,137820,48,5,148,25.0,83260,984,100,1000,5000,500,50000,Yes,Colin Fields,4.0,60+,500000,High Income
5122,North Macedonia,24,Female,92817,30,11,104,24.0,86330,985,100,1000,5000,500,50000,Yes,Brandy Benton,4.0,18-30,500000,High Income
6504,Benin,55,Male,74615,58,32,220,45.0,91549,993,100,1000,5000,500,50000,Yes,Kelli King,4.0,46-60,500000,High Income
5540,Aruba,19,Female,99487,20,8,184,36.0,94612,998,100,1000,5000,500,50000,No,Adam Fletcher,4.0,18-30,500000,High Income
8383,Cameroon,70,Male,67415,13,37,97,17.0,75221,975,99,999,4997,500,49999,Yes,Sarah Jones,4.002002002,60+,494703,Middle Income
6516,Saint Helena,29,Male,124786,58,27,112,32.0,98252,991,100,1000,5000,500,50000,Yes,Pam Miller,4.0,18-30,500000,High Income
1187,Martinique,79,Male,135322,60,6,314,29.0,90066,997,100,1000,5000,500,50000,Yes,Krystal Silva,4.0,60+,500000,High Income
1910,Malta,63,Female,145011,69,38,155,29.0,90184,996,100,1000,5000,500,50000,Yes,Kim Jones,4.0,60+,500000,High Income
1161,Ecuador,51,Male,83771,24,10,104,22.0,83282,979,100,1000,5000,500,50000,Yes,Rodney Richards,4.0,46-60,500000,High Income
2401,Taiwan,28,Female,33243,43,33,228,44.0,92107,994,100,1000,5000,500,50000,Yes,Mary Johnson,4.0,18-30,500000,Middle Income
9981,Indonesia,33,Female,124982,18,3,307,25.0,80903,980,100,1000,5000,500,50000,Yes,Mariah Choi,4.0,31-45,500000,High Income
8104,Zimbabwe,69,Female,143538,47,32,293,42.0,94639,995,100,1000,5000,500,50000,Yes,Paul Wright,4.0,60+,500000,High Income
3418,Gabon,41,Female,35213,12,31,228,46.0,90296,991,100,1000,5000,500,50000,Yes,Aaron Lee,4.0,31-45,500000,Middle Income
6675,Brunei Darussalam,64,Male,108296,53,31,170,41.0,96041,994,100,1000,5000,500,50000,Yes,Erin Smith,4.0,60+,500000,High Income
5383,United States Virgin Islands,18,Female,131886,7,29,285,45.0,91910,992,100,1000,5000,500,50000,Yes,Steven Oliver,4.0,18-30,500000,High Income
5551,Guernsey,46,Male,54085,77,20,336,40.0,98801,991,100,1000,5000,500,50000,Yes,Dawn Welch,4.0,46-60,500000,Middle Income
5260,New Caledonia,55,Female,26903,45,5,235,34.0,91694,1000,100,1000,5000,500,50000,No,Crystal Wilson,4.0,46-60,500000,Low Income
5673,Netherlands,30,Male,42929,45,8,90,15.0,75221,975,98,998,4994,500,49998,Yes,Jennifer Martinez,4.004008016,31-45,489412,Middle Income
6274,Cuba,27,Male,116502,58,18,112,32.0,98477,991,100,1000,5000,500,50000,Yes,Michelle Rogers,4.0,18-30,500000,High Income
8303,Denmark,45,Male,119298,40,30,293,44.0,93572,993,100,1000,5000,500,50000,Yes,Ashley Mcgee,4.0,46-60,500000,High Income
8524,Saint Lucia,80,Female,104418,56,38,343,25.0,84867,986,100,1000,5000,500,50000,Yes,Kerry Williams,4.0,60+,500000,High Income
5054,Iran,54,Male,131137,48,31,351,33.0,97414,994,100,1000,5000,500,50000,Yes,Alicia Navarro,4.0,46-60,500000,High Income
9981,Indonesia,33,Female,124982,49,15,126,34.0,98416,992,100,1000,5000,500,50000,No,Mariah Choi,4.0,31-45,500000,High Income
7488,Guadeloupe,74,Female,78471,51,28,256,48.0,87920,986,100,1000,5000,500,50000,Yes,Nancy Kelly,4.0,60+,500000,High Income
